,ru_name,ru_link,en_name,en_link,ka_name,ka_link
57,"Азиров, Артём Иванович","https://ru.wikipedia.org/wiki/%D0%90%D0%B7%D0%B8%D1%80%D0%BE%D0%B2,_%D0%90%D1%80%D1%82%D1%91%D0%BC_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",,,,
58,Зураб Алексеевич Азмайпарашвили,"https://ru.wikipedia.org/wiki/%D0%90%D0%B7%D0%BC%D0%B0%D0%B9%D0%BF%D0%B0%D1%80%D0%B0%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%97%D1%83%D1%80%D0%B0%D0%B1_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%B8%D1%87",Zurab Azmaiparashvili,https://en.wikipedia.org/wiki/Zurab_Azmaiparashvili,ზურაბ აზმაიფარაშვილი,https://ka.wikipedia.org/wiki/%E1%83%96%E1%83%A3%E1%83%A0%E1%83%90%E1%83%91_%E1%83%90%E1%83%96%E1%83%9B%E1%83%90%E1%83%98%E1%83%A4%E1%83%90%E1%83%A0%E1%83%90%E1%83%A8%E1%83%95%E1%83%98%E1%83%9A%E1%83%98
59,Шалва Ильич Азмайпарашвили,"https://ru.wikipedia.org/wiki/%D0%90%D0%B7%D0%BC%D0%B0%D0%B9%D0%BF%D0%B0%D1%80%D0%B0%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%A8%D0%B0%D0%BB%D0%B2%D0%B0_%D0%98%D0%BB%D1%8C%D0%B8%D1%87",Shalva Azmaiparashvili,,შალვა აზმაიფარაშვილი,https://ka.wikipedia.org/wiki/%E1%83%A8%E1%83%90%E1%83%9A%E1%83%95%E1%83%90_%E1%83%90%E1%83%96%E1%83%9B%E1%83%90%E1%83%98%E1%83%A4%E1%83%90%E1%83%A0%E1%83%90%E1%83%A8%E1%83%95%E1%83%98%E1%83%9A%E1%83%98
60,"Айвазян, Сурен Михайлович","https://ru.wikipedia.org/wiki/%D0%90%D0%B9%D0%B2%D0%B0%D0%B7%D1%8F%D0%BD,_%D0%A1%D1%83%D1%80%D0%B5%D0%BD_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87",Suren Ayvazyan,https://en.wikipedia.org/wiki/Suren_Ayvazyan,სურენ აივაზიანი,
61,"Айдинов, Артём Николаевич","https://ru.wikipedia.org/wiki/%D0%90%D0%B9%D0%B4%D0%B8%D0%BD%D0%BE%D0%B2,_%D0%90%D1%80%D1%82%D1%91%D0%BC_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87",,,,
62,"Айрапетян, Вардкес Левонович","https://ru.wikipedia.org/wiki/%D0%90%D0%B9%D1%80%D0%B0%D0%BF%D0%B5%D1%82%D1%8F%D0%BD,_%D0%92%D0%B0%D1%80%D0%B4%D0%BA%D0%B5%D1%81_%D0%9B%D0%B5%D0%B2%D0%BE%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",,,,
63,Софья Акимова,"https://ru.wikipedia.org/wiki/%D0%90%D0%BA%D0%B8%D0%BC%D0%BE%D0%B2%D0%B0,_%D0%A1%D0%BE%D1%84%D1%8C%D1%8F_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%BD%D0%B0",Sofya Akimova,,,
64,"Акопов, Рафаэль Арамович","https://ru.wikipedia.org/wiki/%D0%90%D0%BA%D0%BE%D0%BF%D0%BE%D0%B2,_%D0%A0%D0%B0%D1%84%D0%B0%D1%8D%D0%BB%D1%8C_%D0%90%D1%80%D0%B0%D0%BC%D0%BE%D0%B2%D0%B8%D1%87",Rafael Akopov,,,
65,Степан Акопов,"https://ru.wikipedia.org/wiki/%D0%90%D0%BA%D0%BE%D0%BF%D0%BE%D0%B2,_%D0%A1%D1%82%D0%B5%D0%BF%D0%B0%D0%BD_%D0%90%D0%BA%D0%BE%D0%BF%D0%BE%D0%B2%D0%B8%D1%87",Stepan Akopov,,,
66,"Акопян, Роберт Дурмишханович","https://ru.wikipedia.org/wiki/%D0%90%D0%BA%D0%BE%D0%BF%D1%8F%D0%BD,_%D0%A0%D0%BE%D0%B1%D0%B5%D1%80%D1%82_%D0%94%D1%83%D1%80%D0%BC%D0%B8%D1%88%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",Robert Hakobyan,,,
67,"Аладашвили, Кахабер","https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B0%D0%B4%D0%B0%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%9A%D0%B0%D1%85%D0%B0%D0%B1%D0%B5%D1%80",Kakhaber Aladashvili,https://en.wikipedia.org/wiki/Kakhaber_Aladashvili,კახაბერ,https://ka.wikipedia.org/wiki/%E1%83%99%E1%83%90%E1%83%AE%E1%83%90%E1%83%91%E1%83%94%E1%83%A0_%E1%83%90%E1%83%9A%E1%83%90%E1%83%93%E1%83%90%E1%83%A8%E1%83%95%E1%83%98%E1%83%9A%E1%83%98
68,Гиули Аласания,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B0%D1%81%D0%B0%D0%BD%D0%B8%D1%8F,_%D0%93%D0%B8%D1%83%D0%BB%D0%B8_%D0%93%D0%B8%D0%B2%D0%B8%D0%B5%D0%B2%D0%BD%D0%B0",Giuli Alasania,https://en.wikipedia.org/wiki/Giuli_Alasania,გიული ალასანია,https://ka.wikipedia.org/wiki/%E1%83%92%E1%83%98%E1%83%A3%E1%83%9A%E1%83%98_%E1%83%90%E1%83%9A%E1%83%90%E1%83%A1%E1%83%90%E1%83%9C%E1%83%98%E1%83%90
69,Александр Михайлович,https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87_(%D0%B2%D0%BD%D1%83%D0%BA_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D1%8F_I),Grand Duke Alexander Mikhailovich of Russia,https://en.wikipedia.org/wiki/Grand_Duke_Alexander_Mikhailovich_of_Russia,,
70,Александр I,https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_I_(%D1%86%D0%B0%D1%80%D1%8C_%D0%9A%D0%B0%D1%85%D0%B5%D1%82%D0%B8),Alexander I of Kakheti,https://en.wikipedia.org/wiki/Alexander_I_of_Kakheti,ალექსანდრე I,https://ka.wikipedia.org/wiki/%E1%83%90%E1%83%9A%E1%83%94%E1%83%A5%E1%83%A1%E1%83%90%E1%83%9C%E1%83%93%E1%83%A0%E1%83%94_I_(%E1%83%99%E1%83%90%E1%83%AE%E1%83%94%E1%83%97%E1%83%98%E1%83%A1_%E1%83%9B%E1%83%94%E1%83%A4%E1%83%94)
71,Александр II,https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_II_(%D1%86%D0%B0%D1%80%D1%8C_%D0%9A%D0%B0%D1%85%D0%B5%D1%82%D0%B8),Alexander II of Kakheti,https://en.wikipedia.org/wiki/Alexander_II_of_Kakheti,ალექსანდრე II,https://ka.wikipedia.org/wiki/%E1%83%90%E1%83%9A%E1%83%94%E1%83%A5%E1%83%A1%E1%83%90%E1%83%9C%E1%83%93%E1%83%A0%E1%83%94_II_(%E1%83%99%E1%83%90%E1%83%AE%E1%83%94%E1%83%97%E1%83%98%E1%83%A1_%E1%83%9B%E1%83%94%E1%83%A4%E1%83%94)
72,Арто Алексанян,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D1%8F%D0%BD,_%D0%90%D1%80%D1%82%D0%BE_%D0%91%D0%BE%D0%B3%D0%B4%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",Arto Aleksanyan,,,
73,Алексей Михайлович,https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87_(%D0%B2%D0%B5%D0%BB%D0%B8%D0%BA%D0%B8%D0%B9_%D0%BA%D0%BD%D1%8F%D0%B7%D1%8C),Grand Duke Alexei Mikhailovich of Russia,https://en.wikipedia.org/wiki/Grand_Duke_Alexei_Mikhailovich_of_Russia,,
74,Владимир Сардионович Алекси-Месхишвили,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B8-%D0%9C%D0%B5%D1%81%D1%85%D0%B8%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%A1%D0%B0%D1%80%D0%B4%D0%B8%D0%BE%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",Lado Aleksi-Meskhishvili,https://en.wikipedia.org/wiki/Lado_Aleksi-Meskhishvili,ლადო ალექსი-მესხიშვილი,https://ka.wikipedia.org/wiki/%E1%83%9A%E1%83%90%E1%83%93%E1%83%9D_%E1%83%90%E1%83%9A%E1%83%94%E1%83%A5%E1%83%A1%E1%83%98-%E1%83%9B%E1%83%94%E1%83%A1%E1%83%AE%E1%83%98%E1%83%A8%E1%83%95%E1%83%98%E1%83%9A%E1%83%98
75,"Алексидзе, Георгий Дмитриевич","https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B8%D0%B4%D0%B7%D0%B5,_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D0%B8%D0%B9_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B5%D0%B2%D0%B8%D1%87",Giorgi Aleksidze,,გიორგი ალექსიძე,https://ka.wikipedia.org/wiki/%E1%83%92%E1%83%98%E1%83%9D%E1%83%A0%E1%83%92%E1%83%98_%E1%83%90%E1%83%9A%E1%83%94%E1%83%A5%E1%83%A1%E1%83%98%E1%83%AB%E1%83%94
76,"Алексидзе, Гурам Николаевич","https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B8%D0%B4%D0%B7%D0%B5,_%D0%93%D1%83%D1%80%D0%B0%D0%BC_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87",,,,
77,"Алексидзе, Дмитрий Александрович","https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B8%D0%B4%D0%B7%D0%B5,_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B9_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87",Dmitry Aleksidze,,დიმიტრი ალექსიძე,https://ka.wikipedia.org/wiki/%E1%83%93%E1%83%98%E1%83%9B%E1%83%98%E1%83%A2%E1%83%A0%E1%83%98_%E1%83%90%E1%83%9A%E1%83%94%E1%83%A5%E1%83%A1%E1%83%98%E1%83%AB%E1%83%94
78,"Алексидзе, Леван Андреевич","https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B8%D0%B4%D0%B7%D0%B5,_%D0%9B%D0%B5%D0%B2%D0%B0%D0%BD_%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B5%D0%B2%D0%B8%D1%87",Levan Aleksidze,https://en.wikipedia.org/wiki/Levan_Aleksidze,ლევან ალექსიძე,https://ka.wikipedia.org/wiki/%E1%83%9A%E1%83%94%E1%83%95%E1%83%90%E1%83%9C_%E1%83%90%E1%83%9A%E1%83%94%E1%83%A5%E1%83%A1%E1%83%98%E1%83%AB%E1%83%94
79,"Алексидзе, Мераб Александрович","https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B8%D0%B4%D0%B7%D0%B5,_%D0%9C%D0%B5%D1%80%D0%B0%D0%B1_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87",,,,
80,Рати Алексидзе,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B8%D0%B4%D0%B7%D0%B5,_%D0%A0%D0%B0%D1%82%D0%B8",Rati Aleksidze,https://en.wikipedia.org/wiki/Rati_Aleksidze,რატი ალექსიძე,https://ka.wikipedia.org/wiki/%E1%83%A0%E1%83%90%E1%83%A2%E1%83%98_%E1%83%90%E1%83%9A%E1%83%94%E1%83%A5%E1%83%A1%E1%83%98%E1%83%AB%E1%83%94
81,"Алексишвили, Алексий Гивиевич","https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B8%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B8%D0%B9_%D0%93%D0%B8%D0%B2%D0%B8%D0%B5%D0%B2%D0%B8%D1%87",Lekso Aleksishvili,https://en.wikipedia.org/wiki/Lekso_Aleksishvili,ალექსი ალექსიშვილი,https://ka.wikipedia.org/wiki/%E1%83%90%E1%83%9A%E1%83%94%E1%83%A5%E1%83%A1%E1%83%98_%E1%83%90%E1%83%9A%E1%83%94%E1%83%A5%E1%83%A1%E1%83%98%E1%83%A8%E1%83%95%E1%83%98%E1%83%9A%E1%83%98
82,Хадиджа Алибекова,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B8%D0%B1%D0%B5%D0%BA%D0%BE%D0%B2%D0%B0,_%D0%A5%D0%B0%D0%B4%D0%B8%D0%B4%D0%B6%D0%B0_%D0%90%D0%BB%D0%B0%D0%B4%D0%B4%D0%B8%D0%BD_%D0%BA%D1%8B%D0%B7%D1%8B",Xadica Alibayova,,,
83,"Алиев, Максуд Исфандияр оглы","https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B8%D0%B5%D0%B2,_%D0%9C%D0%B0%D0%BA%D1%81%D1%83%D0%B4_%D0%98%D1%81%D1%84%D0%B0%D0%BD%D0%B4%D0%B8%D1%8F%D1%80_%D0%BE%D0%B3%D0%BB%D1%8B",Maqsud Əliyev,,,
84,Диляра Алекпер кызы Алиева,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B8%D0%B5%D0%B2%D0%B0,_%D0%94%D0%B8%D0%BB%D1%8F%D1%80%D0%B0_%D0%90%D0%BB%D0%B5%D0%BA%D0%BF%D0%B5%D1%80_%D0%BA%D1%8B%D0%B7%D1%8B",Dilara Aliyeva,https://en.wikipedia.org/wiki/Dilara_Aliyeva,დილარა ალიევა,https://ka.wikipedia.org/wiki/%E1%83%93%E1%83%98%E1%83%9A%E1%83%90%E1%83%A0%E1%83%90_%E1%83%90%E1%83%9A%E1%83%98%E1%83%94%E1%83%95%E1%83%90
85,Абрам Исаакович Алиханов,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B8%D1%85%D0%B0%D0%BD%D0%BE%D0%B2,_%D0%90%D0%B1%D1%80%D0%B0%D0%BC_%D0%98%D1%81%D0%B0%D0%B0%D0%BA%D0%BE%D0%B2%D0%B8%D1%87",Abraham Alikhanov,https://en.wikipedia.org/wiki/Abram_Alikhanov,აბრამ ალიხანოვი,https://ka.wikipedia.org/wiki/%E1%83%90%E1%83%91%E1%83%A0%E1%83%90%E1%83%9B_%E1%83%90%E1%83%9A%E1%83%98%E1%83%AE%E1%83%90%E1%83%9C%E1%83%9D%E1%83%95%E1%83%98
86,Сергей Иванович Алиханов,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B8%D1%85%D0%B0%D0%BD%D0%BE%D0%B2,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",Sergey Alikhanov,,,
87,Артём Алиханьян,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B8%D1%85%D0%B0%D0%BD%D1%8C%D1%8F%D0%BD,_%D0%90%D1%80%D1%82%D1%91%D0%BC_%D0%98%D1%81%D0%B0%D0%B0%D0%BA%D0%BE%D0%B2%D0%B8%D1%87",Artyom Alikhanian,https://en.wikipedia.org/wiki/Artem_Alikhanian,არტემ ალიხანიან,https://ka.wikipedia.org/wiki/%E1%83%90%E1%83%A0%E1%83%A2%E1%83%94%E1%83%9B_%E1%83%90%E1%83%9A%E1%83%98%E1%83%AE%E1%83%90%E1%83%9C%E1%83%98%E1%83%90%E1%83%9C%E1%83%98
88,"Алиханян, Арутюн Абрамович","https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B8%D1%85%D0%B0%D0%BD%D1%8F%D0%BD,_%D0%90%D1%80%D1%83%D1%82%D1%8E%D0%BD_%D0%90%D0%B1%D1%80%D0%B0%D0%BC%D0%BE%D0%B2%D0%B8%D1%87",,,,
89,Геворк Алиханян,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B8%D1%85%D0%B0%D0%BD%D1%8F%D0%BD,_%D0%93%D0%B5%D0%B2%D0%BE%D1%80%D0%BA_%D0%A1%D0%B0%D1%80%D0%BA%D0%B8%D1%81%D0%BE%D0%B2%D0%B8%D1%87",Gevork Alikhanov,,,
90,"Аллахвердиева, Наиба Сиявуш кызы","https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%BB%D0%B0%D1%85%D0%B2%D0%B5%D1%80%D0%B4%D0%B8%D0%B5%D0%B2%D0%B0,_%D0%9D%D0%B0%D0%B8%D0%B1%D0%B0_%D0%A1%D0%B8%D1%8F%D0%B2%D1%83%D1%88_%D0%BA%D1%8B%D0%B7%D1%8B",Naibə Allahverdiyeva,,,
91,"Алтунян, Генрих Ованесович","https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D1%82%D1%83%D0%BD%D1%8F%D0%BD,_%D0%93%D0%B5%D0%BD%D1%80%D0%B8%D1%85_%D0%9E%D0%B2%D0%B0%D0%BD%D0%B5%D1%81%D0%BE%D0%B2%D0%B8%D1%87",Henrikh Altunyan,,,
92,"Алхазишвили, Шалва Ильич","https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D1%85%D0%B0%D0%B7%D0%B8%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%A8%D0%B0%D0%BB%D0%B2%D0%B0_%D0%98%D0%BB%D1%8C%D0%B8%D1%87",,,შალვა ალხაზიშვილი,https://ka.wikipedia.org/wiki/%E1%83%A8%E1%83%90%E1%83%9A%E1%83%95%E1%83%90_%E1%83%90%E1%83%9A%E1%83%AE%E1%83%90%E1%83%96%E1%83%98%E1%83%A8%E1%83%95%E1%83%98%E1%83%9A%E1%83%98
93,Яков Алхазов,"https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D1%85%D0%B0%D0%B7%D0%BE%D0%B2,_%D0%AF%D0%BA%D0%BE%D0%B2_%D0%9A%D0%B0%D0%B9%D1%85%D0%BE%D1%81%D1%80%D0%BE%D0%B2%D0%B8%D1%87",Iakob Alkhazian,,იაკობ ალხაზიშვილი,https://ka.wikipedia.org/wiki/%E1%83%98%E1%83%90%E1%83%99%E1%83%9D%E1%83%91_%E1%83%90%E1%83%9A%E1%83%AE%E1%83%90%E1%83%96%E1%83%98%E1%83%A8%E1%83%95%E1%83%98%E1%83%9A%E1%83%98
94,"Амаглобели, Нодар Сардионович","https://ru.wikipedia.org/wiki/%D0%90%D0%BC%D0%B0%D0%B3%D0%BB%D0%BE%D0%B1%D0%B5%D0%BB%D0%B8,_%D0%9D%D0%BE%D0%B4%D0%B0%D1%80_%D0%A1%D0%B0%D1%80%D0%B4%D0%B8%D0%BE%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",Nodar Amaghlobeli,,ნოდარ ამაღლობელი,https://ka.wikipedia.org/wiki/%E1%83%9C%E1%83%9D%E1%83%93%E1%83%90%E1%83%A0_%E1%83%90%E1%83%9B%E1%83%90%E1%83%A6%E1%83%9A%E1%83%9D%E1%83%91%E1%83%94%E1%83%9A%E1%83%98
95,"Амас, Александр Семёнович","https://ru.wikipedia.org/wiki/%D0%90%D0%BC%D0%B0%D1%81,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%A1%D0%B5%D0%BC%D1%91%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",Aleksandr Amas,,,
96,Элгуджа Давидович Амашукели,"https://ru.wikipedia.org/wiki/%D0%90%D0%BC%D0%B0%D1%88%D1%83%D0%BA%D0%B5%D0%BB%D0%B8,_%D0%AD%D0%BB%D0%B3%D1%83%D0%B4%D0%B6%D0%B0_%D0%94%D0%B0%D0%B2%D0%B8%D0%B4%D0%BE%D0%B2%D0%B8%D1%87",Elguja Amashukeli,https://en.wikipedia.org/wiki/Elguja_Amashukeli,ელგუჯა ამაშუკელი,https://ka.wikipedia.org/wiki/%E1%83%94%E1%83%9A%E1%83%92%E1%83%A3%E1%83%AF%E1%83%90_%E1%83%90%E1%83%9B%E1%83%90%E1%83%A8%E1%83%A3%E1%83%99%E1%83%94%E1%83%9A%E1%83%98
97,Виктор Амбарцумян,"https://ru.wikipedia.org/wiki/%D0%90%D0%BC%D0%B1%D0%B0%D1%80%D1%86%D1%83%D0%BC%D1%8F%D0%BD,_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80_%D0%90%D0%BC%D0%B0%D0%B7%D0%B0%D1%81%D0%BF%D0%BE%D0%B2%D0%B8%D1%87",Victor Ambartsumian,https://en.wikipedia.org/wiki/Viktor_Ambartsumian,ვიქტორ ამბარცუმიანი,https://ka.wikipedia.org/wiki/%E1%83%95%E1%83%98%E1%83%A5%E1%83%A2%E1%83%9D%E1%83%A0_%E1%83%90%E1%83%9B%E1%83%91%E1%83%90%E1%83%A0%E1%83%AA%E1%83%A3%E1%83%9B%E1%83%98%E1%83%90%E1%83%9C%E1%83%98
98,"Микадзе, Амбросий",https://ru.wikipedia.org/wiki/%D0%90%D0%BC%D0%B2%D1%80%D0%BE%D1%81%D0%B8%D0%B9_(%D0%9C%D0%B8%D0%BA%D0%B0%D0%B4%D0%B7%D0%B5),,,ამბროსი ნეკრესელი,https://ka.wikipedia.org/wiki/%E1%83%90%E1%83%9B%E1%83%91%E1%83%A0%E1%83%9D%E1%83%A1%E1%83%98_%E1%83%9C%E1%83%94%E1%83%99%E1%83%A0%E1%83%94%E1%83%A1%E1%83%94%E1%83%9A%E1%83%98
99,"Амедян, Сергей Левонович","https://ru.wikipedia.org/wiki/%D0%90%D0%BC%D0%B5%D0%B4%D1%8F%D0%BD,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%9B%D0%B5%D0%B2%D0%BE%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",Sergey Amedyan,,,
100,"Амилахвари, Гиви Иванович","https://ru.wikipedia.org/wiki/%D0%90%D0%BC%D0%B8%D0%BB%D0%B0%D1%85%D0%B2%D0%B0%D1%80%D0%B8,_%D0%93%D0%B8%D0%B2%D0%B8_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",,,,
101,"Аминашвили, Сандро","https://ru.wikipedia.org/wiki/%D0%90%D0%BC%D0%B8%D0%BD%D0%B0%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%A1%D0%B0%D0%BD%D0%B4%D1%80%D0%BE",Sandro Aminashvili,https://en.wikipedia.org/wiki/Sandro_Aminashvili,სანდრო ამინაშვილი,https://ka.wikipedia.org/wiki/%E1%83%A1%E1%83%90%E1%83%9C%E1%83%93%E1%83%A0%E1%83%9D_%E1%83%90%E1%83%9B%E1%83%98%E1%83%9C%E1%83%90%E1%83%A8%E1%83%95%E1%83%98%E1%83%9A%E1%83%98
102,"Амиранашвили, Бесик","https://ru.wikipedia.org/wiki/%D0%90%D0%BC%D0%B8%D1%80%D0%B0%D0%BD%D0%B0%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%91%D0%B5%D1%81%D0%B8%D0%BA",,,ბესიკ ამირანაშვილი,https://ka.wikipedia.org/wiki/%E1%83%91%E1%83%94%E1%83%A1%E1%83%98%E1%83%99_%E1%83%90%E1%83%9B%E1%83%98%E1%83%A0%E1%83%90%E1%83%9C%E1%83%90%E1%83%A8%E1%83%95%E1%83%98%E1%83%9A%E1%83%98
103,"Амирджан, Беглар Богданович","https://ru.wikipedia.org/wiki/%D0%90%D0%BC%D0%B8%D1%80%D0%B4%D0%B6%D0%B0%D0%BD,_%D0%91%D0%B5%D0%B3%D0%BB%D0%B0%D1%80_%D0%91%D0%BE%D0%B3%D0%B4%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",,,,
104,Тенгиз Константинович Амирэджиби,"https://ru.wikipedia.org/wiki/%D0%90%D0%BC%D0%B8%D1%80%D1%8D%D0%B4%D0%B6%D0%B8%D0%B1%D0%B8,_%D0%A2%D0%B5%D0%BD%D0%B3%D0%B8%D0%B7_%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%B8%D1%87",Tengiz Amirejibi,https://en.wikipedia.org/wiki/Tengiz_Amirejibi,თენგიზ ამირეჯიბი,https://ka.wikipedia.org/wiki/%E1%83%97%E1%83%94%E1%83%9C%E1%83%92%E1%83%98%E1%83%96_%E1%83%90%E1%83%9B%E1%83%98%E1%83%A0%E1%83%94%E1%83%AF%E1%83%98%E1%83%91%E1%83%98
105,Чабуа Ираклиевич Амирэджиби,"https://ru.wikipedia.org/wiki/%D0%90%D0%BC%D0%B8%D1%80%D1%8D%D0%B4%D0%B6%D0%B8%D0%B1%D0%B8,_%D0%A7%D0%B0%D0%B1%D1%83%D0%B0_%D0%98%D1%80%D0%B0%D0%BA%D0%BB%D0%B8%D0%B5%D0%B2%D0%B8%D1%87",Chabua Amirejibi,https://en.wikipedia.org/wiki/Chabua_Amirejibi,ჭაბუა ამირეჯიბი,https://ka.wikipedia.org/wiki/%E1%83%AD%E1%83%90%E1%83%91%E1%83%A3%E1%83%90_%E1%83%90%E1%83%9B%E1%83%98%E1%83%A0%E1%83%94%E1%83%AF%E1%83%98%E1%83%91%E1%83%98
106,Шалва Амонашвили,"https://ru.wikipedia.org/wiki/%D0%90%D0%BC%D0%BE%D0%BD%D0%B0%D1%88%D0%B2%D0%B8%D0%BB%D0%B8,_%D0%A8%D0%B0%D0%BB%D0%B2%D0%B0_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87",Shalva Amonashvili,,შალვა ამონაშვილი,https://ka.wikipedia.org/wiki/%E1%83%A8%E1%83%90%E1%83%9A%E1%83%95%E1%83%90_%E1%83%90%E1%83%9B%E1%83%9D%E1%83%9C%E1%83%90%E1%83%A8%E1%83%95%E1%83%98%E1%83%9A%E1%83%98
